,beer_name,rating,review,Filtered review,sim_score
177,Beer Geek Vanilla Shake - Bourbon Barrel-Aged,4.26,"

A: An oily, black pour with brown highlights: length, retention, and lacing are minimal

S: Aroma is well involved with traces of bourbon coinciding to arrays of vanilla fudge, caramel brownies, cocoa, oak, and tones of smoked molasses with faint, whiskey-soaked dark fruit coming on delicately

T: Vanilla surmises the palate in exquisite fashion accompanied by milk chocolate mounds, marshmallows, roasted caramelized-nuts, oak, and coffee infused creamer with traces of fruit, and hints of smoked bark

M: Granted syrupy, rich, and creamy yet mitigated and not cloying sweet. Thus, a moderated thick feel, with apt carbonation and medium heat

O: The barrel plays extremely well with the notes: the whiskey element works immensely – A sensible, and measured effort from the Mikkeller team

 "," : oily , black pour brown highlights : length , retention , lacing minimal : Aroma well involved traces bourbon coinciding arrays vanilla fudge , caramel brownies , cocoa , oak , tones smoked molasses faint , whiskey-soaked dark fruit coming delicately : Vanilla surmises palate exquisite fashion accompanied milk chocolate mounds , marshmallows , roasted caramelized-nuts , oak , coffee infused creamer traces fruit , hints smoked bark : Granted syrupy , rich , creamy yet mitigated cloying sweet . Thus , moderated thick feel , apt carbonation medium heat : barrel plays extremely well notes : whiskey element works immensely – sensible , measured effort Mikkeller team",0.8379559570418734
178,4th Anniversary,4.7,"

Decanted from a 16 oz (473 ml) can into a conical pint glass; produced 2/2/2018 (GANGSTA - whatever that means). Re-reviewed on a can produced on 2/6/19 (DOGS IN A PILE) on 2/22/19 in a snifter and found it substantively the same as previously described.
A: Pours a cloudy, yet very bright golden color with a one half inch, white head, solid retention, and rings and rings of lacing all the way down the glass. On retry, lacing was more soapy.
S: Aromas of peach, mango, pineapple and course grains.
T: Sweet. Flavor of pineapple predominates over others in the nose with solid bitterness not at all overwhelming, rather beautifully complementing the flavor pallet.
M: Medium bodied with strong carbonation. Creamy and smooth.
O: Really special and really a winner. I am somewhat staggered than this much flavor could be derived from the application of hops. One more home run from Other Half.

 "," Decanted 16 oz ( 473 ml ) conical pint glass ; produced 2/2/2018 ( GANGSTA - whatever means ) . Re-reviewed produced 2/6/19 ( DOGS PILE ) 2/22/19 snifter found substantively previously described . : Pours cloudy , yet bright golden color one half inch , white head , solid retention , rings rings lacing way glass . retry , lacing soapy . : Aromas peach , mango , pineapple course grains . : Sweet . Flavor pineapple predominates others nose solid bitterness overwhelming , rather beautifully complementing flavor pallet . : Medium bodied strong carbonation . Creamy smooth . : Really special really winner . somewhat staggered much flavor could derived application hops . One home run Half .",0.8379508514306986
179,Nectarine Premiere,4.62,"

04/2016 - as it warms, the fruit, funk, and oak ripen and delight the senses; the nectarine is lovely, but doesn't overwhelm the senses; digging the mouthfeel of this; traditional dG acidity in the back of the palate; juicy, sour, funky finish.

 "," 04/2016 - warms , fruit , funk , oak ripen delight senses ; nectarine lovely , n't overwhelm senses ; digging mouthfeel ; traditional dG acidity back palate ; juicy , sour , funky finish .",0.8377154445686518
180,Abrasive Ale,4.44,"

Poured from a pint can into a tulip

The aroma is darker than apricot, lighter than copper or amber. A dark golden hazy masterpiece. A decent one-finger head gives way to a persistent skein of froth and faint lacing.

Aromas of mango, pineapple, peach/nectarine, apricot, white plum, white grape, berry, and lemon/lemongrass, with hints of white pepper and clear alcohol. Just a touch of pine/resin. The brew has a nice complex aroma, but it is somewhat subdued. In other words--good, but it would be nice to have more of it.

The aromas were skewed more ""sweet""; the flavors are decidedly more bitter, but not unpleasantly so. Very well balanced, actually. Plenty of malt backbone greets the tip of the tongue, with peach, mango, grapefruit, and pineapple all present. The mid-palate is greeted with more malty sweetness, balanced with grainy/biscuity goodness before transitioning to piney and dank hop notes. The finish features a return of white peppery goodness and a touch a booze. The ABV is very well hidden.

The brew is medium bodied, with excellent carbonation, and never gets sticky, as brews of this ABV can sometimes be. This one almost gets to ""crisp"" level in its finish.

This is an excellent American DIPA. Well-balanced in every way.

 "," Poured pint tulip aroma darker apricot , lighter copper amber . dark golden hazy masterpiece . decent one-finger head gives way persistent skein froth faint lacing . Aromas mango , pineapple , peach/nectarine , apricot , white plum , white grape , berry , lemon/lemongrass , hints white pepper clear alcohol . touch pine/resin . brew nice complex aroma , somewhat subdued . words -- good , would nice . aromas skewed `` sweet '' ; flavors decidedly bitter , unpleasantly . well balanced , actually . Plenty malt backbone greets tip tongue , peach , mango , grapefruit , pineapple present . mid-palate greeted malty sweetness , balanced grainy/biscuity goodness transitioning piney dank hop notes . finish features return white peppery goodness touch booze . ABV well hidden . brew medium bodied , excellent carbonation , never gets sticky , brews ABV sometimes . one almost gets `` crisp '' level finish . excellent American DIPA . Well-balanced every way .",0.8376809143435178
181,Speedway Stout - Vietnamese Coffee,4.37,"

September 3rd, 2015 - When I leave San Diego, this will probably be the most memorable beer of the many, many beers I had. For one, I had it at one of my first visits to any brewery since moving to San Diego. But it is also an amazing brew. To the eye it looks like a somewhat intense stout, with a brown foam and a thick body, but not too oily. The aroma is big and bold, and cold and saturnine, like the smell of cold metal, but with some cacao nibs on the edge. The flavor is the real appeal here. Creamy, rich but not cloying, it is decadent, and deserving. Huge gushing chocolate notes combine with deluxe and top-shelf coffee notes, like Bird Rock coffee. Better yet, this beer gets spicier as it warms, like a Christmas ale, and reveals shades of nutmeg and cinnamon. Could this be a rare 10 for flavor?!

 "," September 3rd , 2015 - leave San Diego , probably memorable beer many , many beers . one , one first visits brewery since moving San Diego . also amazing brew . eye looks like somewhat intense stout , brown foam thick body , oily . aroma big bold , cold saturnine , like smell cold metal , cacao nibs edge . flavor real appeal . Creamy , rich cloying , decadent , deserving . Huge gushing chocolate notes combine deluxe top-shelf coffee notes , like Bird Rock coffee . Better yet , beer gets spicier warms , like Christmas ale , reveals shades nutmeg cinnamon . Could rare 10 flavor ? !",0.8376157541608397
182,Heady Topper,4.66,"

Pours a hazy, golden-straw color. Has a pillowy, off-white head.

Aroma is tropical fruit and something kinda nutty. Guava, orange pith, orange juice. White bread.

Flavor is tropical fruits, and a bit piney. mangos, pineapple, and guava. Orange pith. It is a bit hot and astringent, but it plays with the flavors on offer. There is a sweet, almost nutty, flavor that carries throughout and is absolutely delicious. The retronasal olfaction is like a whiff of fresh hops. Finishes bitter and a touch sweet.

The mouthfeel is a bit more than medium-bodied, with fairly high carbonation. Alcohol heat is noticeable, but is acceptable for the ABV. My first time drinking this, a few days ago, I did not notice this as much.

Overall, I understand the appeal of this beer. It is delicious, and incredibly crush-able. I am jealous of folks in VT who can get enough of this to get sick of it. This is my last can in a four pack, and it saddens me that I am moving where it will be even harder for me to acquire.

 "," Pours hazy , golden-straw color . pillowy , off-white head . Aroma tropical fruit something kinda nutty . Guava , orange pith , orange juice . White bread . Flavor tropical fruits , bit piney . mangos , pineapple , guava . Orange pith . bit hot astringent , plays flavors offer . sweet , almost nutty , flavor carries throughout absolutely delicious . retronasal olfaction like whiff fresh hops . Finishes bitter touch sweet . mouthfeel bit medium-bodied , fairly high carbonation . Alcohol heat noticeable , acceptable ABV . first time drinking , days ago , notice much . Overall , understand appeal beer . delicious , incredibly crush-able . jealous folks VT get enough get sick . last four pack , saddens moving even harder acquire .",0.8375632265414644
183,Rodenbach Caractère Rouge,4.33,"

Reviewed from notes. Poured from 750 mL bottle into a Hunahpu snifter.

A: Dark red - almost magenta – with a thin light pink head and lots of visible carbonation. Quite hazy.

S: Tart and sweet cherries, tart cranberries, dry oaky tannins. Somewhat vinous but the lactic character dominates. Nice but not outstanding on the nose.

T: Tart cherries, juicy raspberries, and dry oak tannins up front. Fruity lactic tartness, yet stays juicy. Cranberry bone dryness and more dry oak flavors hit just after the swallow, and it stays dry and lactic throughout the finish with just a bit of lingering sweet fruit juice on the top of the mouth.

M: Medium body, alcohol presence well-hidden, and adequate carbonation sensation.

O: Very tasty and quite enjoyable. This hits a nice balance between the natural fruit flavors and sweetness and the sour/dry/lactic flavors. My only complaint might be the price compared to New Glarus's fruit offerings, although the oak adds a nice depth to this beer that those lack for sure. As a personal preference note, I could do without the cranberries. But overall, still quite good.

 "," Reviewed notes . Poured 750 mL bottle Hunahpu snifter . : Dark red - almost magenta – thin light pink head lots visible carbonation . Quite hazy . : Tart sweet cherries , tart cranberries , dry oaky tannins . Somewhat vinous lactic character dominates . Nice outstanding nose . : Tart cherries , juicy raspberries , dry oak tannins front . Fruity lactic tartness , yet stays juicy . Cranberry bone dryness dry oak flavors hit swallow , stays dry lactic throughout finish bit lingering sweet fruit juice top mouth . : Medium body , alcohol presence well-hidden , adequate carbonation sensation . : tasty quite enjoyable . hits nice balance natural fruit flavors sweetness sour/dry/lactic flavors . complaint might price compared New Glarus 's fruit offerings , although oak adds nice depth beer lack sure . personal preference note , could without cranberries . overall , still quite good .",0.8375599226509184
184,Tweak,4.47,"

Poured a dark brown/nearly black with two fingers of mocha head. 
Smells of coffee, chocolate, dark roasty malts. 
Taste follows with the roasty flavors, dark malts, coffee, slightly sweet notes of caramel and vanilla.
Fuller body with good carb levels. Smooth and well balanced.
Overall a nice one.

 "," Poured dark brown/nearly black two fingers mocha head . Smells coffee , chocolate , dark roasty malts . Taste follows roasty flavors , dark malts , coffee , slightly sweet notes caramel vanilla . Fuller body good carb levels . Smooth well balanced . Overall nice one .",0.8374718797006324
185,Abraxas,4.57,"

Bright and deeply dark brown body with a thin yet dense and creamy tan head. Beautiful aroma of earthy spices; cocoa; curry; chili; fresh ground coffee beans. The flavor amplifies the smells with additional qualities of cinnamon and a nearly whiskey-like booziness. Heavy body; velvety and lush; sweet but not sweet; warm but not hot; chewy.

I've long heard of this beer and have been waiting for a chance to try it, and, boy, the wait was worth it! This beer is a poster-beer for depth, complexity and balance, especially for dark ales. I can only say that if rich and complex dark beers are your thing (or you would like to try one), Abraxas would be a fine starting point. Now, if only I can find a barrel-aged version...

 "," Bright deeply dark brown body thin yet dense creamy tan head . Beautiful aroma earthy spices ; cocoa ; curry ; chili ; fresh ground coffee beans . flavor amplifies smells additional qualities cinnamon nearly whiskey-like booziness . Heavy body ; velvety lush ; sweet sweet ; warm hot ; chewy . 've long heard beer waiting chance try , , boy , wait worth ! beer poster-beer depth , complexity balance , especially dark ales . say rich complex dark beers thing ( would like try one ) , Abraxas would fine starting point . , find barrel-aged version ...",0.837275077152261
186,Crusher,4.62,"

A: poured from a 16 oz can into a pint glass, this looked green coming out of the can from all the hops, orange with a huge white head that lingers leaving good lacing, cloudy with bits

S: huge hop aroma, grapefruit, pine, sweet tropical fruits

T: bitter pine and grapefruit up front, sweet malt, honey, tropical fruits

M: full and sticky

O: delicious with a sneaky amount of alcohol

 "," : poured 16 oz pint glass , looked green coming hops , orange huge white head lingers leaving good lacing , cloudy bits : huge hop aroma , grapefruit , pine , sweet tropical fruits : bitter pine grapefruit front , sweet malt , honey , tropical fruits : full sticky : delicious sneaky amount alcohol",0.8372116679171896
187,Society & Solitude #5,4.34,"

Growler filled January 2015; drank 1/29/15 @ Harvest Hop Haus.

Cloudy light yellow appearance.

HUGE white head; thick lace.

Pineapple, fresh-cut grass & mango nose.

Thin mouthfeel. Pineapple & dandelion flavors up front; a clean, spring water finish.

Tasty & refreshing; a damn fine IPA.

 "," Growler filled January 2015 ; drank 1/29/15 @ Harvest Hop Haus . Cloudy light yellow appearance . HUGE white head ; thick lace . Pineapple , fresh-cut grass & mango nose . Thin mouthfeel . Pineapple & dandelion flavors front ; clean , spring water finish . Tasty & refreshing ; damn fine IPA .",0.8371320441918148
188,Coffee Abraxas,4.34,"

Pours black and after a very moderate intensity pour, nets near zero head. What head is there comes via a ring of khaki foam that lingers a long while. Aroma is huge, hitting all the notes of the base beer - cinnamon, cardamon, nutmeg, chilies and other spices. Dark chocolate and cocoa powder add a little dry sweetness. Medium-bodied, dark coffee is interwoven throughout the structure of the nose, never taking the limelight, instead subtly reminding the palate it's there. Roasty, toasty malts add firm and dark support, but are an afterthought to the additive flavors. Flavor profile is deep notes of mingling cardamon, nutmeg, ancho (mild) chilies and cinnamon with medium-bodied, dark coffee, and roasty malts up front. Medium-bodied coffee hits center stage for a brief glimpse between spices and malts, and then returns to lingering and observing from aside the curtain. While spices eagerly welcome each sip like a used car salesman do for a visitor to the lot, they quickly fade to show the frame work of this beer - roasty, toasty, nutty malts - in other words, robust and dark. Between the dynamics of spices, coffee, and malts, there are flashes of chocolate, cocoa powder, and molasses. Very dynamic despite a slightly heavy hand on the spices. Perhaps more so than any other beer I've had, serving temperature is critical here. Too cold and the spices come off heavy, but as the beer warms a touch, the spices meld into the dark malt backdrop, forming a sublime experience. As this beer nears the 50F mark, it develops a sublime balance. Mouth feel is medium-thick, with a smooth, creamy texture that develops a fairly still texture when served directly out of the fridge. As the beer warms, it develops a more grainy, velvety texture, enhancing the experience. Overall, the headline here is ""ABRAXAS"", with the subtitle being ""enters a non-mutually exclusive relationship with coffee"". Coffee is present, particularly as the beer warms, but never steps into the limelight for more than a brief second or two. Due to the namesake of this beer ""Coffee Abraxas"", this is a slight disappointment, although it is still a dynamic, complex stout worthy of cozying up to on the coldest of nights.

Served in a 12oz snifter from a 750mL bottle.

 "," Pours black moderate intensity pour , nets near zero head . head comes via ring khaki foam lingers long . Aroma huge , hitting notes base beer - cinnamon , cardamon , nutmeg , chilies spices . Dark chocolate cocoa powder add little dry sweetness . Medium-bodied , dark coffee interwoven throughout structure nose , never taking limelight , instead subtly reminding palate 's . Roasty , toasty malts add firm dark support , afterthought additive flavors . Flavor profile deep notes mingling cardamon , nutmeg , ancho ( mild ) chilies cinnamon medium-bodied , dark coffee , roasty malts front . Medium-bodied coffee hits center stage brief glimpse spices malts , returns lingering observing aside curtain . spices eagerly welcome sip like used car salesman visitor lot , quickly fade show frame work beer - roasty , toasty , nutty malts - words , robust dark . dynamics spices , coffee , malts , flashes chocolate , cocoa powder , molasses . dynamic despite slightly heavy hand spices . Perhaps beer 've , serving temperature critical . cold spices come heavy , beer warms touch , spices meld dark malt backdrop , forming sublime experience . beer nears 50F mark , develops sublime balance . Mouth feel medium-thick , smooth , creamy texture develops fairly still texture served directly fridge . beer warms , develops grainy , velvety texture , enhancing experience . Overall , headline `` ABRAXAS '' , subtitle `` enters non-mutually exclusive relationship coffee '' . Coffee present , particularly beer warms , never steps limelight brief second two . Due namesake beer `` Coffee Abraxas '' , slight disappointment , although still dynamic , complex stout worthy cozying coldest nights . Served 12oz snifter 750mL bottle .",0.8371293659281069
189,King Sue,4.34,"

Appearance: the color is a hybrid of lupulin and pollen – yellow. The head forms a 1-finger of white. Fair retention that fades to a thin veil.

Aroma: juicy pineapple and light spruce. Inviting. The hops smell super fresh. The malt is light and sweet.

Flavor: pineapple, mango and sawdust. The hops have a sort of muddy aftertaste, though, but not oxidized. Enjoyable nonetheless.

Mouthfeel: medium-medium. Spot on. You could drink multiple.

Overall: very good, but I can’t say this lived up to the hype. I feel the hype from this beer is due to being one of the earlier NE IPA styles available. To repeat, very good, but I feel there are other fairly accessible styles that are equally good or better. It is certainly worth trying.

 "," Appearance : color hybrid lupulin pollen – yellow . head forms 1-finger white . Fair retention fades thin veil . Aroma : juicy pineapple light spruce . Inviting . hops smell super fresh . malt light sweet . Flavor : pineapple , mango sawdust . hops sort muddy aftertaste , though , oxidized . Enjoyable nonetheless . Mouthfeel : medium-medium . Spot . could drink multiple . Overall : good , ’ say lived hype . feel hype beer due one earlier NE IPA styles available . repeat , good , feel fairly accessible styles equally good better . certainly worth trying .",0.8371202630400378
190,Samuel Adams Utopias,4.5,"

Pours a clear chestnut color, no carbonation. One of the most amazing aromas I have ever had the privledge of enjoying. Tons of burnt sugar, dark fruits, raisins, molasses, dark brown sugar, nutty. I found myself smelling the small snifter well after the liquid was drank. It didn’t taste nearly as good as it smelled, which was fine. A little goes a long way with this beverage. It is delicious, but I would never buy a bottle. But, if a bar is pouring it, I am all in.

12/15/18
1 oz pour at Hops Hills, Brooklyn w/ Dave & Adam
4.25 rating

 "," Pours clear chestnut color , carbonation . One amazing aromas ever privledge enjoying . Tons burnt sugar , dark fruits , raisins , molasses , dark brown sugar , nutty . found smelling small snifter well liquid drank . ’ taste nearly good smelled , fine . little goes long way beverage . delicious , would never buy bottle . , bar pouring , . 12/15/18 1 oz pour Hops Hills , Brooklyn w/ Dave & Adam 4.25 rating",0.8370913477024406
191,Abt 12,4.75,"

L: brown, dark, thin head with ok retention; looks rich
S: grape and maybe cinnamon
T: cinnamon raisin bagel
F: decent carbonation, lingers on the tongue
O: outstanding

 "," L : brown , dark , thin head ok retention ; looks rich : grape maybe cinnamon : cinnamon raisin bagel F : decent carbonation , lingers tongue : outstanding",0.8370682188747274
192,Double Nelson,4.03,"

12oz. can served in a tulip. Pours a bright, hazy orange with a loose, 1/8th inch, off-white head that quickly dissipates into a frothy slick. Nose suggests cannabis of the can pop. In the glass, aromas of dank, earthy notes, citrus and pith. Taste follows nose earthy/herbal qualities overshadow the citrus. Mouthfeel is light-medium in body (cloudier to light) with a carbonation shy of bright and a mild acidity. Overall, an interesting variation on the style - juicy, but not overpoweringly so and not the highlight of this beer.

 "," 12oz . served tulip . Pours bright , hazy orange loose , 1/8th inch , off-white head quickly dissipates frothy slick . Nose suggests cannabis pop . glass , aromas dank , earthy notes , citrus pith . Taste follows nose earthy/herbal qualities overshadow citrus . Mouthfeel light-medium body ( cloudier light ) carbonation shy bright mild acidity . Overall , interesting variation style - juicy , overpoweringly highlight beer .",0.8370495458149535
193,Hommage,4.52,"

The beer pours ruby red with a medium pink head that recedes quickly. It has medium carbonation. The beer smells of raspberries, cherries, funk, and cheese. It tastes tart, with raspberries, cherries, cheese, funk, and minerals. Fuller body than most lambic, and on the sweet side. A great fruited Lambic here.

 "," beer pours ruby red medium pink head recedes quickly . medium carbonation . beer smells raspberries , cherries , funk , cheese . tastes tart , raspberries , cherries , cheese , funk , minerals . Fuller body lambic , sweet side . great fruited Lambic .",0.8370127093057759
194,Fou' Foune,4.63,"

2017 vintage (1 year old) purchased at Monk's Cafe in Philly. Poured at room temperature, essentially.

The look is semi-hazy light orange with a ring of white head.

The nose is apricot, pear, peach, and funk.

The taste is a balanced blend of similar flavors. Apricot, green apple, and blue cheese, with a semi-dry finish. Near-perfect mouthfeel.

Overall, was this worth $60? Probably. Very good, though not necessarily mind-blowing. Just a refined, tasty beer. An experience, for sure.

 "," 2017 vintage ( 1 year old ) purchased Monk 's Cafe Philly . Poured room temperature , essentially . look semi-hazy light orange ring white head . nose apricot , pear , peach , funk . taste balanced blend similar flavors . Apricot , green apple , blue cheese , semi-dry finish . Near-perfect mouthfeel . Overall , worth $ 60 ? Probably . good , though necessarily mind-blowing . refined , tasty beer . experience , sure .",0.8369983433723984
195,Duck Duck Gooze,4.9,"

The beer pours a Clear gold with a medium frothy white head. It has high champagne like carbonation. The beer smells of lemon, cranberries, pears, hay, and damp funk. It tastes lightly tart, with cranberries, pears, red wine, hay, and damp funk. The feel is medium light, with some sweetness. This is an awesome beer, so complex and nuanced.

 "," beer pours Clear gold medium frothy white head . high champagne like carbonation . beer smells lemon , cranberries , pears , hay , damp funk . tastes lightly tart , cranberries , pears , red wine , hay , damp funk . feel medium light , sweetness . awesome beer , complex nuanced .",0.836996362873522
196,Impermanence,4.72,"

Pours opaque, jet black in color with 1/2 inch head. Taste is black coffee, cream, and sweet maple. Heavy bodied, sweet, with moderate backbone. Complex, loads of maple flavor, especially at the end. Great stout. One of the better maple coffee stouts I have had. Delicious.

 "," Pours opaque , jet black color 1/2 inch head . Taste black coffee , cream , sweet maple . Heavy bodied , sweet , moderate backbone . Complex , loads maple flavor , especially end . Great stout . One better maple coffee stouts . Delicious .",0.8369948924211096
197,Art,4.94,"

Look: Straw Yellow Clear with thin white head. Has medium carbonation.
Smell: Grapefruit, lime, white whine, white grapes, and barnyard Funk.
Taste: Tart, grapefruit, white whine, white grapes, oak, barnyard Funk, and minerals.
Mouthfeel: Medium with lots of complexity.
Overall: Possibly the best beer I’ve ever had.

 "," Look : Straw Yellow Clear thin white head . medium carbonation . Smell : Grapefruit , lime , white whine , white grapes , barnyard Funk . Taste : Tart , grapefruit , white whine , white grapes , oak , barnyard Funk , minerals . Mouthfeel : Medium lots complexity . Overall : Possibly best beer ’ ever .",0.8369746865902512
198,Black & Wild,4.29,"

Blend #2---poured into a HF Tulip glass,.... has some typical dark sour notes, cherry, chocolate, fig, all blending together... a fair amount of sourness, not enamel eating but definitely up there.... has a unique and long finish that differentiates it from other dark sours ive had... hard to qualify, almost chlorine-like but in a good way (sounds odd I know).... Very nice but not a huge edge over other more accessible dark sours.

 "," Blend # 2 -- -poured HF Tulip glass , ... . typical dark sour notes , cherry , chocolate , fig , blending together ... fair amount sourness , enamel eating definitely ... . unique long finish differentiates dark sours ive ... hard qualify , almost chlorine-like good way ( sounds odd know ) ... . nice huge edge accessible dark sours .",0.8369532976703942
199,Fou' Foune,4.66,"

People differ in opinion, but I loved the fruity, tart, bitter and slightly funky flavor.

Look: Hazy golden with a thin white head

Aroma: tart green apples and apricot

Flavor: The flavor is tart apple, pear, apricot, maybe orange, some yeasty funk, maybe white wine, a dry oakie bitterness at the end. It is delicious.

Feel: it's light and refreshing

 "," People differ opinion , loved fruity , tart , bitter slightly funky flavor . Look : Hazy golden thin white head Aroma : tart green apples apricot Flavor : flavor tart apple , pear , apricot , maybe orange , yeasty funk , maybe white wine , dry oakie bitterness end . delicious . Feel : 's light refreshing",0.8368355579899631
200,Notorious Triple IPA,4.56,"

Beer comes in a deep gold to Amber.
Aroma offers intense juiciness, grapefruit, pine, peach, mango.
Flavor explodes with intense mango, peach, pineapple. Onto medium plus biscuity sweetness, pine, dry on the finish. Syrupy at points, but also on the palate. A bit of stingy alcohol on the back.

 "," Beer comes deep gold Amber . Aroma offers intense juiciness , grapefruit , pine , peach , mango . Flavor explodes intense mango , peach , pineapple . Onto medium plus biscuity sweetness , pine , dry finish . Syrupy points , also palate . bit stingy alcohol back .",0.836810991533356
201,DFPF,4.42,"

On tap at Brewskival 2018.

Pours a luminous cherry red color, with very little head.

Smell is tart, with notes of cherries, passionfruit, lime and pomegranate. Lots of levels here.

Taste is tart with perfect level of acidity, and notes of apples, cherries, sloe, blood orange and a slight sweetness that I think is dragonfruit. Long, dry finish.

Mouthfeel is medium, bubbly and creamy.

Overall, an outstanding Berliner with so much flavor. Great stuff!

 "," tap Brewskival 2018 . Pours luminous cherry red color , little head . Smell tart , notes cherries , passionfruit , lime pomegranate . Lots levels . Taste tart perfect level acidity , notes apples , cherries , sloe , blood orange slight sweetness think dragonfruit . Long , dry finish . Mouthfeel medium , bubbly creamy . Overall , outstanding Berliner much flavor . Great stuff !",0.8367945813002247
202,Double Shot,4.45,"

03/2014 - Huge coffee, vanilla, big malts up front; bitter yet roasty flavors dominate the palate, with caramel, milk chocolate, and some dark fruit in the back; fairly solid body, with coffee and light vanilla lingering.

 "," 03/2014 - Huge coffee , vanilla , big malts front ; bitter yet roasty flavors dominate palate , caramel , milk chocolate , dark fruit back ; fairly solid body , coffee light vanilla lingering .",0.8366692361831417
203,Bourbon Paradise,4.55,"

12/2017 - I am excited to see how this improves over time. For now, it has incredible bourbon, coconut, vanilla, cocoa aromas; decadent body with no apparent heat; creamy, sweet finish. There's absolutely a lot of bottle variation on this though - the first time I was blown away, the second time, not as much.

 "," 12/2017 - excited see improves time . , incredible bourbon , coconut , vanilla , cocoa aromas ; decadent body apparent heat ; creamy , sweet finish . 's absolutely lot bottle variation though - first time blown away , second time , much .",0.8363812619158326
204,Sip Of Sunshine,4.61,"

On tap in Maine.

A: Hazy apricot with some slightly retaining head. On point for the style.

S: Tons of bright floral hops, grapefruit, fruit rind.

T: the floral notes predominate on the front with some light maltiness in the back. Seems like some agave sweetness. Slight astringency.

M: fresh popping and canned six weeks ago.

 "," tap Maine . : Hazy apricot slightly retaining head . point style . : Tons bright floral hops , grapefruit , fruit rind . : floral notes predominate front light maltiness back . Seems like agave sweetness . Slight astringency . : fresh popping canned six weeks ago .",0.8363673507504598
205,Westly,4.83,"

L: Bright honey, apricot hues that are warmly greeted by a thin white head
S: Nectarines, Meyer lemons, tangerines, and apricots on the nose
T: Huge jammy notes of apricots, orange marmalade, and an acidic orange juice
F: Amply carbonated with a moderate mouthfeel
O: This was simply incredible. For me, West Ashley fell a bit flat, but Westly flat out impressed me. Hands down this is one of the best apricot sours on the market and blew West Ashley, Fou, etc. out of the water. Highly recommended and an absolute treat to imbibe.

 "," L : Bright honey , apricot hues warmly greeted thin white head : Nectarines , Meyer lemons , tangerines , apricots nose : Huge jammy notes apricots , orange marmalade , acidic orange juice F : Amply carbonated moderate mouthfeel : simply incredible . , West Ashley fell bit flat , Westly flat impressed . Hands one best apricot sours market blew West Ashley , Fou , etc . water . Highly recommended absolute treat imbibe .",0.8362625556646275
206,Bourbon County Brand Stout,4.37,"

Presentation: 2018 release bottled on 08/22/2018. 16.9 oz. brown bottle with the bottling date printed on the label. Served in a snifter.

Appearance: The thin, quarter finger head goes away very quickly. It's a thick, pure black and leaves a small amount of patchy lacing.

Smell: It's a sweet and dark scent. There's dried fruit, ripe plums, grapes, vanilla, oak, brown sugar and smokey, roasted malts.

Taste: It's extremely sweet but with a hint of bitterness. There's vanilla, cinnamon, roasted malt, dark chocolate and a slight alcohol bite on the back of the tongue.

Mouthfeel: It's thick, rich, oily and with a distinct silkiness from the sweetness. It's not cloying at all and the carbonation is low.

Overall: A strong and complex beer that needs time to be truly understood and appreciated. It's also very versatile and pairs well with a wide variety of food and desserts. It feels more like a spirit than a beer and it's better in smaller pours spread out over a longer drinking session.

 "," Presentation : 2018 release bottled 08/22/2018 . 16.9 oz . brown bottle bottling date printed label . Served snifter . Appearance : thin , quarter finger head goes away quickly . 's thick , pure black leaves small amount patchy lacing . Smell : 's sweet dark scent . 's dried fruit , ripe plums , grapes , vanilla , oak , brown sugar smokey , roasted malts . Taste : 's extremely sweet hint bitterness . 's vanilla , cinnamon , roasted malt , dark chocolate slight alcohol bite back tongue . Mouthfeel : 's thick , rich , oily distinct silkiness sweetness . 's cloying carbonation low . Overall : strong complex beer needs time truly understood appreciated . 's also versatile pairs well wide variety food desserts . feels like spirit beer 's better smaller pours spread longer drinking session .",0.8361732377506674
207,West Ashley,4.46,"

Pours pale hazy yellow, white thick frothy head.
Aroma has tons of apricots, sour lemon tart, hay,
Taste is lots of apricots, sour lemons, tart, raspberry, hay, little funk. Dry finish. Very drinkable

 "," Pours pale hazy yellow , white thick frothy head . Aroma tons apricots , sour lemon tart , hay , Taste lots apricots , sour lemons , tart , raspberry , hay , little funk . Dry finish . drinkable",0.8361618811715623
208,Clover,4.75,"

A: Head is approximately half an inch high with some retention, and stylish lacing. The pour itself is lively; slightly transparent via a glowing golden, orange color

S: Aroma is of vinous acidity with grapes, melon, lemon, citrus, and slight candy appeal. The brett, oak, and malt play nicely amongst a quite floral, herbal, and earthy brew

T: Palate is once again kept busy with the subtleties of melon, honey, lemon, grapes, vanilla, some barrel character, and fitting acidity. The convergence of earthy funk, fruit, and dryness to the “taste” is exquisite

M: Medium carbonation with a light to medium body/feel. Skillfully balanced: soft and pillowy, fruity, sweet, creamy, and barnyard funk

O: Spick-and-span – Ann, Art, and Flora are proficiently blended; a delicate, thought-provoking story

 "," : Head approximately half inch high retention , stylish lacing . pour lively ; slightly transparent via glowing golden , orange color : Aroma vinous acidity grapes , melon , lemon , citrus , slight candy appeal . brett , oak , malt play nicely amongst quite floral , herbal , earthy brew : Palate kept busy subtleties melon , honey , lemon , grapes , vanilla , barrel character , fitting acidity . convergence earthy funk , fruit , dryness “ taste ” exquisite : Medium carbonation light medium body/feel . Skillfully balanced : soft pillowy , fruity , sweet , creamy , barnyard funk : Spick-and-span – Ann , Art , Flora proficiently blended ; delicate , thought-provoking story",0.8361461918972949
